,dep,jour,P,pop,cl_age90
149797,61,2020-09-26,16,,0
149808,61,2020-09-27,6,,0
149819,61,2020-09-28,24,,0
149830,61,2020-09-29,35,,0
149841,61,2020-09-30,57,,0
149852,61,2020-10-01,30,,0
149863,61,2020-10-02,19,,0
149874,61,2020-10-03,11,,0
149885,61,2020-10-04,9,,0
149896,61,2020-10-05,51,,0
149907,61,2020-10-06,76,,0
149918,61,2020-10-07,41,,0
149929,61,2020-10-08,42,,0
149940,61,2020-10-09,50,,0
149951,61,2020-10-10,10,,0
149962,61,2020-10-11,3,,0
149973,61,2020-10-12,47,,0
149984,61,2020-10-13,33,,0
149995,61,2020-10-14,36,,0
150006,61,2020-10-15,62,,0
150017,61,2020-10-16,47,,0
150028,61,2020-10-17,24,,0
150039,61,2020-10-18,8,,0
150050,61,2020-10-19,67,,0
150061,61,2020-10-20,65,,0
150072,61,2020-10-21,73,,0
150083,61,2020-10-22,72,,0
150094,61,2020-10-23,126,,0
150105,61,2020-10-24,63,,0
150116,61,2020-10-25,25,,0
150127,61,2020-10-26,171,,0
150138,61,2020-10-27,151,,0
150149,61,2020-10-28,177,,0
150160,61,2020-10-29,134,,0
150171,61,2020-10-30,167,,0
150182,61,2020-10-31,76,,0
150193,61,2020-11-01,34,,0
150204,61,2020-11-02,176,,0
150215,61,2020-11-03,174,,0
150226,61,2020-11-04,129,,0
150237,61,2020-11-05,129,,0
150248,61,2020-11-06,148,,0
150259,61,2020-11-07,80,,0
150270,61,2020-11-08,22,,0
150281,61,2020-11-09,149,,0
150292,61,2020-11-10,144,,0
150303,61,2020-11-11,24,,0
150314,61,2020-11-12,149,,0
150325,61,2020-11-13,97,,0
150336,61,2020-11-14,92,,0
150347,61,2020-11-15,20,,0
150358,61,2020-11-16,126,,0
150369,61,2020-11-17,93,,0
150380,61,2020-11-18,97,,0
150391,61,2020-11-19,81,,0
150402,61,2020-11-20,90,,0
150413,61,2020-11-21,40,,0
150424,61,2020-11-22,21,,0
150435,61,2020-11-23,106,,0
150446,61,2020-11-24,57,,0
150457,61,2020-11-25,67,,0
150468,61,2020-11-26,87,,0
150479,61,2020-11-27,63,,0
150490,61,2020-11-28,30,,0
150501,61,2020-11-29,7,,0
150512,61,2020-11-30,65,,0
150523,61,2020-12-01,58,,0
150534,61,2020-12-02,64,,0
150545,61,2020-12-03,64,,0
150556,61,2020-12-04,60,,0
150567,61,2020-12-05,28,,0
150578,61,2020-12-06,14,,0
150589,61,2020-12-07,111,,0
150600,61,2020-12-08,86,,0
150611,61,2020-12-09,97,,0
150622,61,2020-12-10,109,,0
150633,61,2020-12-11,77,,0
150644,61,2020-12-12,34,,0
150655,61,2020-12-13,17,,0
150666,61,2020-12-14,126,,0
150677,61,2020-12-15,74,,0
150688,61,2020-12-16,66,,0
150699,61,2020-12-17,104,,0
150710,61,2020-12-18,108,,0
150721,61,2020-12-19,44,,0
150732,62,2020-05-13,13,,0
150743,62,2020-05-14,13,,0
150754,62,2020-05-15,9,,0
150765,62,2020-05-16,0,,0
150776,62,2020-05-17,2,,0
150787,62,2020-05-18,22,,0
150798,62,2020-05-19,17,,0
150809,62,2020-05-20,21,,0
150820,62,2020-05-21,1,,0
150831,62,2020-05-22,18,,0
150842,62,2020-05-23,3,,0
150853,62,2020-05-24,4,,0
150864,62,2020-05-25,8,,0
150875,62,2020-05-26,17,,0
150886,62,2020-05-27,8,,0
150897,62,2020-05-28,5,,0
150908,62,2020-05-29,10,,0
150919,62,2020-05-30,3,,0
150930,62,2020-05-31,0,,0
150941,62,2020-06-01,3,,0
150952,62,2020-06-02,13,,0
150963,62,2020-06-03,19,,0
150974,62,2020-06-04,26,,0
150985,62,2020-06-05,14,,0
150996,62,2020-06-06,6,,0
151007,62,2020-06-07,4,,0
151018,62,2020-06-08,9,,0
151029,62,2020-06-09,9,,0
151040,62,2020-06-10,10,,0
151051,62,2020-06-11,15,,0
151062,62,2020-06-12,4,,0
151073,62,2020-06-13,3,,0
151084,62,2020-06-14,1,,0
151095,62,2020-06-15,11,,0
151106,62,2020-06-16,9,,0
151117,62,2020-06-17,11,,0
151128,62,2020-06-18,4,,0
151139,62,2020-06-19,10,,0
151150,62,2020-06-20,2,,0
151161,62,2020-06-21,0,,0
151172,62,2020-06-22,7,,0
151183,62,2020-06-23,13,,0
151194,62,2020-06-24,7,,0
151205,62,2020-06-25,7,,0
151216,62,2020-06-26,19,,0
151227,62,2020-06-27,4,,0
151238,62,2020-06-28,0,,0
151249,62,2020-06-29,8,,0
151260,62,2020-06-30,6,,0
151271,62,2020-07-01,9,,0
151282,62,2020-07-02,12,,0
151293,62,2020-07-03,15,,0
151304,62,2020-07-04,4,,0
151315,62,2020-07-05,0,,0
151326,62,2020-07-06,7,,0
151337,62,2020-07-07,5,,0
151348,62,2020-07-08,2,,0
151359,62,2020-07-09,7,,0
151370,62,2020-07-10,4,,0
151381,62,2020-07-11,2,,0
151392,62,2020-07-12,0,,0
151403,62,2020-07-13,9,,0
151414,62,2020-07-14,2,,0
151425,62,2020-07-15,13,,0
151436,62,2020-07-16,12,,0
151447,62,2020-07-17,16,,0
151458,62,2020-07-18,10,,0
151469,62,2020-07-19,1,,0
151480,62,2020-07-20,12,,0
151491,62,2020-07-21,7,,0
151502,62,2020-07-22,15,,0
151513,62,2020-07-23,7,,0
151524,62,2020-07-24,9,,0
151535,62,2020-07-25,4,,0
151546,62,2020-07-26,1,,0
151557,62,2020-07-27,16,,0
151568,62,2020-07-28,8,,0
151579,62,2020-07-29,23,,0
151590,62,2020-07-30,35,,0
151601,62,2020-07-31,14,,0
151612,62,2020-08-01,7,,0
151623,62,2020-08-02,2,,0
151634,62,2020-08-03,26,,0
151645,62,2020-08-04,19,,0
151656,62,2020-08-05,18,,0
151667,62,2020-08-06,21,,0
151678,62,2020-08-07,18,,0
151689,62,2020-08-08,9,,0
151700,62,2020-08-09,1,,0
151711,62,2020-08-10,42,,0
151722,62,2020-08-11,14,,0
151733,62,2020-08-12,19,,0
151744,62,2020-08-13,23,,0
151755,62,2020-08-14,41,,0
151766,62,2020-08-15,3,,0
151777,62,2020-08-16,2,,0
151788,62,2020-08-17,39,,0
151799,62,2020-08-18,29,,0
151810,62,2020-08-19,32,,0
151821,62,2020-08-20,37,,0
151832,62,2020-08-21,42,,0
151843,62,2020-08-22,13,,0
151854,62,2020-08-23,2,,0
151865,62,2020-08-24,42,,0
151876,62,2020-08-25,36,,0
151887,62,2020-08-26,41,,0
151898,62,2020-08-27,74,,0
151909,62,2020-08-28,49,,0
151920,62,2020-08-29,46,,0
151931,62,2020-08-30,8,,0
151942,62,2020-08-31,127,,0
151953,62,2020-09-01,145,,0
151964,62,2020-09-02,188,,0
151975,62,2020-09-03,242,,0
151986,62,2020-09-04,240,,0
151997,62,2020-09-05,138,,0
152008,62,2020-09-06,21,,0
152019,62,2020-09-07,340,,0
152030,62,2020-09-08,333,,0
152041,62,2020-09-09,268,,0
152052,62,2020-09-10,277,,0
152063,62,2020-09-11,201,,0
152074,62,2020-09-12,114,,0
152085,62,2020-09-13,8,,0
152096,62,2020-09-14,350,,0
152107,62,2020-09-15,327,,0
152118,62,2020-09-16,321,,0
152129,62,2020-09-17,305,,0
152140,62,2020-09-18,275,,0
152151,62,2020-09-19,130,,0
152162,62,2020-09-20,21,,0
152173,62,2020-09-21,339,,0
152184,62,2020-09-22,270,,0
152195,62,2020-09-23,278,,0
152206,62,2020-09-24,248,,0
152217,62,2020-09-25,288,,0
152228,62,2020-09-26,102,,0
152239,62,2020-09-27,16,,0
152250,62,2020-09-28,290,,0
152261,62,2020-09-29,283,,0
152272,62,2020-09-30,294,,0
152283,62,2020-10-01,311,,0
152294,62,2020-10-02,388,,0
152305,62,2020-10-03,137,,0
152316,62,2020-10-04,16,,0
152327,62,2020-10-05,459,,0
152338,62,2020-10-06,383,,0
152349,62,2020-10-07,399,,0
152360,62,2020-10-08,438,,0
152371,62,2020-10-09,471,,0
152382,62,2020-10-10,265,,0
152393,62,2020-10-11,42,,0
152404,62,2020-10-12,666,,0
152415,62,2020-10-13,529,,0
152426,62,2020-10-14,614,,0
152437,62,2020-10-15,692,,0
152448,62,2020-10-16,724,,0
152459,62,2020-10-17,338,,0
152470,62,2020-10-18,68,,0
152481,62,2020-10-19,973,,0
152492,62,2020-10-20,879,,0
152503,62,2020-10-21,932,,0
152514,62,2020-10-22,1185,,0
152525,62,2020-10-23,1375,,0
152536,62,2020-10-24,685,,0
152547,62,2020-10-25,114,,0
152558,62,2020-10-26,1706,,0
152569,62,2020-10-27,1447,,0
152580,62,2020-10-28,1373,,0
152591,62,2020-10-29,1448,,0
152602,62,2020-10-30,1490,,0
152613,62,2020-10-31,761,,0
152624,62,2020-11-01,137,,0
152635,62,2020-11-02,2047,,0
152646,62,2020-11-03,1522,,0
152657,62,2020-11-04,1204,,0
152668,62,2020-11-05,1298,,0
152679,62,2020-11-06,1143,,0
152690,62,2020-11-07,519,,0
152701,62,2020-11-08,82,,0
152712,62,2020-11-09,1333,,0
152723,62,2020-11-10,1029,,0
152734,62,2020-11-11,143,,0
152745,62,2020-11-12,1124,,0
152756,62,2020-11-13,883,,0
152767,62,2020-11-14,362,,0
152778,62,2020-11-15,58,,0
152789,62,2020-11-16,937,,0
152800,62,2020-11-17,637,,0
152811,62,2020-11-18,459,,0
152822,62,2020-11-19,439,,0
152833,62,2020-11-20,414,,0
152844,62,2020-11-21,160,,0
152855,62,2020-11-22,39,,0
152866,62,2020-11-23,419,,0
152877,62,2020-11-24,341,,0
152888,62,2020-11-25,300,,0
152899,62,2020-11-26,325,,0
152910,62,2020-11-27,291,,0
152921,62,2020-11-28,129,,0
152932,62,2020-11-29,30,,0
152943,62,2020-11-30,424,,0
152954,62,2020-12-01,301,,0
152965,62,2020-12-02,300,,0
152976,62,2020-12-03,317,,0
152987,62,2020-12-04,298,,0
152998,62,2020-12-05,117,,0
153009,62,2020-12-06,24,,0
153020,62,2020-12-07,448,,0
153031,62,2020-12-08,316,,0
153042,62,2020-12-09,294,,0
153053,62,2020-12-10,352,,0
153064,62,2020-12-11,314,,0
153075,62,2020-12-12,185,,0
153086,62,2020-12-13,32,,0
153097,62,2020-12-14,518,,0
153108,62,2020-12-15,349,,0
153119,62,2020-12-16,291,,0
153130,62,2020-12-17,305,,0
153141,62,2020-12-18,453,,0
153152,62,2020-12-19,209,,0
153163,63,2020-05-13,3,,0
153174,63,2020-05-14,3,,0
153185,63,2020-05-15,5,,0
153196,63,2020-05-16,1,,0
153207,63,2020-05-17,0,,0
153218,63,2020-05-18,1,,0
153229,63,2020-05-19,0,,0
153240,63,2020-05-20,1,,0
153251,63,2020-05-21,4,,0
153262,63,2020-05-22,1,,0
153273,63,2020-05-23,1,,0
153284,63,2020-05-24,0,,0
153295,63,2020-05-25,0,,0
153306,63,2020-05-26,3,,0
153317,63,2020-05-27,0,,0
153328,63,2020-05-28,1,,0
153339,63,2020-05-29,1,,0
153350,63,2020-05-30,1,,0
153361,63,2020-05-31,0,,0
153372,63,2020-06-01,0,,0
153383,63,2020-06-02,1,,0
153394,63,2020-06-03,0,,0
153405,63,2020-06-04,0,,0
153416,63,2020-06-05,0,,0
153427,63,2020-06-06,0,,0
153438,63,2020-06-07,0,,0
153449,63,2020-06-08,0,,0
153460,63,2020-06-09,3,,0
153471,63,2020-06-10,1,,0
153482,63,2020-06-11,1,,0
153493,63,2020-06-12,0,,0
153504,63,2020-06-13,0,,0
153515,63,2020-06-14,0,,0
153526,63,2020-06-15,0,,0
153537,63,2020-06-16,0,,0
153548,63,2020-06-17,0,,0
153559,63,2020-06-18,2,,0
153570,63,2020-06-19,2,,0
153581,63,2020-06-20,1,,0
153592,63,2020-06-21,0,,0
153603,63,2020-06-22,0,,0
153614,63,2020-06-23,0,,0
153625,63,2020-06-24,1,,0
153636,63,2020-06-25,0,,0
153647,63,2020-06-26,0,,0
153658,63,2020-06-27,4,,0
153669,63,2020-06-28,1,,0
153680,63,2020-06-29,5,,0
153691,63,2020-06-30,5,,0
153702,63,2020-07-01,0,,0
153713,63,2020-07-02,1,,0
153724,63,2020-07-03,2,,0
153735,63,2020-07-04,0,,0
153746,63,2020-07-05,0,,0
153757,63,2020-07-06,0,,0
153768,63,2020-07-07,1,,0
153779,63,2020-07-08,0,,0
153790,63,2020-07-09,0,,0
153801,63,2020-07-10,0,,0
153812,63,2020-07-11,0,,0
153823,63,2020-07-12,0,,0
153834,63,2020-07-13,1,,0
153845,63,2020-07-14,0,,0
153856,63,2020-07-15,1,,0
153867,63,2020-07-16,0,,0
153878,63,2020-07-17,0,,0
153889,63,2020-07-18,1,,0
153900,63,2020-07-19,0,,0
153911,63,2020-07-20,0,,0
153922,63,2020-07-21,1,,0
153933,63,2020-07-22,0,,0
153944,63,2020-07-23,1,,0
153955,63,2020-07-24,6,,0
153966,63,2020-07-25,0,,0
153977,63,2020-07-26,0,,0
153988,63,2020-07-27,0,,0
153999,63,2020-07-28,3,,0
154010,63,2020-07-29,3,,0
154021,63,2020-07-30,4,,0
154032,63,2020-07-31,7,,0
154043,63,2020-08-01,2,,0
154054,63,2020-08-02,1,,0
154065,63,2020-08-03,13,,0
154076,63,2020-08-04,7,,0
154087,63,2020-08-05,13,,0
154098,63,2020-08-06,6,,0
154109,63,2020-08-07,5,,0
154120,63,2020-08-08,6,,0
154131,63,2020-08-09,2,,0
154142,63,2020-08-10,4,,0
154153,63,2020-08-11,7,,0
154164,63,2020-08-12,11,,0
154175,63,2020-08-13,8,,0
154186,63,2020-08-14,13,,0
154197,63,2020-08-15,1,,0
154208,63,2020-08-16,5,,0
154219,63,2020-08-17,27,,0
154230,63,2020-08-18,28,,0
154241,63,2020-08-19,28,,0
154252,63,2020-08-20,16,,0
154263,63,2020-08-21,31,,0
154274,63,2020-08-22,6,,0
154285,63,2020-08-23,4,,0
154296,63,2020-08-24,32,,0
154307,63,2020-08-25,31,,0
154318,63,2020-08-26,40,,0
154329,63,2020-08-27,62,,0
154340,63,2020-08-28,55,,0
154351,63,2020-08-29,19,,0
154362,63,2020-08-30,4,,0
154373,63,2020-08-31,42,,0
154384,63,2020-09-01,78,,0
154395,63,2020-09-02,68,,0
154406,63,2020-09-03,87,,0
154417,63,2020-09-04,70,,0
154428,63,2020-09-05,32,,0
154439,63,2020-09-06,23,,0
154450,63,2020-09-07,75,,0
154461,63,2020-09-08,89,,0
154472,63,2020-09-09,89,,0
154483,63,2020-09-10,70,,0
154494,63,2020-09-11,97,,0
154505,63,2020-09-12,36,,0
154516,63,2020-09-13,13,,0
154527,63,2020-09-14,120,,0
154538,63,2020-09-15,77,,0
154549,63,2020-09-16,67,,0
154560,63,2020-09-17,72,,0
154571,63,2020-09-18,95,,0
154582,63,2020-09-19,32,,0
154593,63,2020-09-20,23,,0
154604,63,2020-09-21,91,,0
154615,63,2020-09-22,80,,0
154626,63,2020-09-23,88,,0
154637,63,2020-09-24,109,,0
154648,63,2020-09-25,96,,0
154659,63,2020-09-26,39,,0
154670,63,2020-09-27,28,,0
154681,63,2020-09-28,114,,0
154692,63,2020-09-29,124,,0
154703,63,2020-09-30,143,,0
154714,63,2020-10-01,124,,0
154725,63,2020-10-02,140,,0
154736,63,2020-10-03,63,,0
154747,63,2020-10-04,38,,0
154758,63,2020-10-05,188,,0
154769,63,2020-10-06,193,,0
154780,63,2020-10-07,177,,0
154791,63,2020-10-08,199,,0
154802,63,2020-10-09,236,,0
154813,63,2020-10-10,110,,0
154824,63,2020-10-11,73,,0
154835,63,2020-10-12,330,,0
154846,63,2020-10-13,301,,0
154857,63,2020-10-14,235,,0
154868,63,2020-10-15,277,,0
154879,63,2020-10-16,365,,0
154890,63,2020-10-17,163,,0
154901,63,2020-10-18,78,,0
154912,63,2020-10-19,511,,0
154923,63,2020-10-20,506,,0
154934,63,2020-10-21,497,,0
154945,63,2020-10-22,530,,0
154956,63,2020-10-23,624,,0
154967,63,2020-10-24,286,,0
154978,63,2020-10-25,163,,0
154989,63,2020-10-26,816,,0
155000,63,2020-10-27,692,,0
155011,63,2020-10-28,590,,0
155022,63,2020-10-29,563,,0
155033,63,2020-10-30,623,,0
155044,63,2020-10-31,248,,0
155055,63,2020-11-01,134,,0
155066,63,2020-11-02,730,,0
155077,63,2020-11-03,660,,0
155088,63,2020-11-04,543,,0
155099,63,2020-11-05,554,,0
155110,63,2020-11-06,532,,0
155121,63,2020-11-07,190,,0
155132,63,2020-11-08,114,,0
155143,63,2020-11-09,468,,0
155154,63,2020-11-10,458,,0
155165,63,2020-11-11,98,,0
155176,63,2020-11-12,358,,0
155187,63,2020-11-13,331,,0
155198,63,2020-11-14,106,,0
155209,63,2020-11-15,49,,0
155220,63,2020-11-16,293,,0
155231,63,2020-11-17,191,,0
155242,63,2020-11-18,168,,0
155253,63,2020-11-19,185,,0
155264,63,2020-11-20,120,,0
155275,63,2020-11-21,46,,0
155286,63,2020-11-22,40,,0
155297,63,2020-11-23,123,,0
155308,63,2020-11-24,161,,0
155319,63,2020-11-25,102,,0
155330,63,2020-11-26,114,,0
155341,63,2020-11-27,103,,0
155352,63,2020-11-28,64,,0
155363,63,2020-11-29,35,,0
155374,63,2020-11-30,146,,0
155385,63,2020-12-01,148,,0
155396,63,2020-12-02,110,,0
155407,63,2020-12-03,113,,0
155418,63,2020-12-04,133,,0
155429,63,2020-12-05,48,,0
155440,63,2020-12-06,23,,0
155451,63,2020-12-07,149,,0
155462,63,2020-12-08,87,,0
155473,63,2020-12-09,101,,0
155484,63,2020-12-10,126,,0
155495,63,2020-12-11,146,,0
155506,63,2020-12-12,61,,0
155517,63,2020-12-13,21,,0
155528,63,2020-12-14,269,,0
155539,63,2020-12-15,147,,0
155550,63,2020-12-16,150,,0
155561,63,2020-12-17,193,,0
155572,63,2020-12-18,308,,0
155583,63,2020-12-19,239,,0
155594,64,2020-05-13,2,,0
155605,64,2020-05-14,0,,0
155616,64,2020-05-15,13,,0
155627,64,2020-05-16,0,,0
155638,64,2020-05-17,0,,0
155649,64,2020-05-18,4,,0
155660,64,2020-05-19,3,,0
155671,64,2020-05-20,1,,0
155682,64,2020-05-21,0,,0
155693,64,2020-05-22,1,,0
155704,64,2020-05-23,0,,0
155715,64,2020-05-24,0,,0
155726,64,2020-05-25,3,,0
155737,64,2020-05-26,3,,0
155748,64,2020-05-27,4,,0
155759,64,2020-05-28,8,,0
155770,64,2020-05-29,1,,0
155781,64,2020-05-30,3,,0
155792,64,2020-05-31,0,,0
155803,64,2020-06-01,0,,0
155814,64,2020-06-02,2,,0
155825,64,2020-06-03,5,,0
155836,64,2020-06-04,3,,0
155847,64,2020-06-05,3,,0
155858,64,2020-06-06,0,,0
155869,64,2020-06-07,0,,0
155880,64,2020-06-08,1,,0
155891,64,2020-06-09,0,,0
155902,64,2020-06-10,0,,0
155913,64,2020-06-11,0,,0
155924,64,2020-06-12,0,,0
155935,64,2020-06-13,0,,0
155946,64,2020-06-14,0,,0
155957,64,2020-06-15,0,,0
155968,64,2020-06-16,0,,0
155979,64,2020-06-17,0,,0
155990,64,2020-06-18,2,,0
156001,64,2020-06-19,1,,0
156012,64,2020-06-20,0,,0
156023,64,2020-06-21,0,,0
156034,64,2020-06-22,0,,0
156045,64,2020-06-23,1,,0
156056,64,2020-06-24,0,,0
156067,64,2020-06-25,0,,0
156078,64,2020-06-26,1,,0
156089,64,2020-06-27,0,,0
156100,64,2020-06-28,2,,0
156111,64,2020-06-29,0,,0
156122,64,2020-06-30,0,,0
156133,64,2020-07-01,1,,0
156144,64,2020-07-02,0,,0
156155,64,2020-07-03,5,,0
156166,64,2020-07-04,0,,0
156177,64,2020-07-05,0,,0
156188,64,2020-07-06,2,,0
156199,64,2020-07-07,0,,0
156210,64,2020-07-08,3,,0
156221,64,2020-07-09,0,,0
156232,64,2020-07-10,0,,0
156243,64,2020-07-11,1,,0
156254,64,2020-07-12,0,,0
156265,64,2020-07-13,0,,0
156276,64,2020-07-14,1,,0
156287,64,2020-07-15,1,,0
156298,64,2020-07-16,1,,0
156309,64,2020-07-17,1,,0
156320,64,2020-07-18,1,,0
156331,64,2020-07-19,0,,0
156342,64,2020-07-20,0,,0
156353,64,2020-07-21,4,,0
156364,64,2020-07-22,4,,0
156375,64,2020-07-23,0,,0
156386,64,2020-07-24,4,,0
156397,64,2020-07-25,0,,0
156408,64,2020-07-26,0,,0
156419,64,2020-07-27,3,,0
156430,64,2020-07-28,1,,0
156441,64,2020-07-29,2,,0
156452,64,2020-07-30,2,,0
156463,64,2020-07-31,2,,0
156474,64,2020-08-01,3,,0
156485,64,2020-08-02,0,,0
156496,64,2020-08-03,0,,0
156507,64,2020-08-04,10,,0
156518,64,2020-08-05,5,,0
156529,64,2020-08-06,14,,0
156540,64,2020-08-07,12,,0
156551,64,2020-08-08,3,,0
156562,64,2020-08-09,0,,0
156573,64,2020-08-10,11,,0
156584,64,2020-08-11,18,,0
156595,64,2020-08-12,14,,0
156606,64,2020-08-13,26,,0
156617,64,2020-08-14,26,,0
156628,64,2020-08-15,2,,0
156639,64,2020-08-16,2,,0
156650,64,2020-08-17,57,,0
156661,64,2020-08-18,63,,0
156672,64,2020-08-19,41,,0
156683,64,2020-08-20,52,,0
156694,64,2020-08-21,35,,0
156705,64,2020-08-22,17,,0
156716,64,2020-08-23,1,,0
156727,64,2020-08-24,56,,0
156738,64,2020-08-25,59,,0
156749,64,2020-08-26,51,,0
156760,64,2020-08-27,44,,0
156771,64,2020-08-28,61,,0
156782,64,2020-08-29,18,,0
156793,64,2020-08-30,2,,0
156804,64,2020-08-31,53,,0
156815,64,2020-09-01,65,,0
156826,64,2020-09-02,72,,0
156837,64,2020-09-03,91,,0
156848,64,2020-09-04,113,,0
156859,64,2020-09-05,49,,0
156870,64,2020-09-06,3,,0
156881,64,2020-09-07,126,,0
156892,64,2020-09-08,103,,0
156903,64,2020-09-09,99,,0
156914,64,2020-09-10,122,,0
156925,64,2020-09-11,108,,0
156936,64,2020-09-12,23,,0
156947,64,2020-09-13,3,,0
156958,64,2020-09-14,148,,0
156969,64,2020-09-15,102,,0
156980,64,2020-09-16,94,,0
156991,64,2020-09-17,139,,0
157002,64,2020-09-18,100,,0
157013,64,2020-09-19,36,,0
157024,64,2020-09-20,4,,0
157035,64,2020-09-21,147,,0
157046,64,2020-09-22,103,,0
157057,64,2020-09-23,116,,0
157068,64,2020-09-24,113,,0
157079,64,2020-09-25,93,,0
157090,64,2020-09-26,26,,0
157101,64,2020-09-27,3,,0
157112,64,2020-09-28,112,,0
157123,64,2020-09-29,89,,0
157134,64,2020-09-30,102,,0
157145,64,2020-10-01,116,,0
157156,64,2020-10-02,134,,0
157167,64,2020-10-03,38,,0
157178,64,2020-10-04,6,,0
157189,64,2020-10-05,165,,0
157200,64,2020-10-06,125,,0
157211,64,2020-10-07,166,,0
157222,64,2020-10-08,178,,0
157233,64,2020-10-09,151,,0
157244,64,2020-10-10,73,,0
157255,64,2020-10-11,6,,0
157266,64,2020-10-12,282,,0
157277,64,2020-10-13,214,,0
157288,64,2020-10-14,270,,0
157299,64,2020-10-15,292,,0
157310,64,2020-10-16,329,,0
157321,64,2020-10-17,150,,0
157332,64,2020-10-18,6,,0
157343,64,2020-10-19,489,,0
157354,64,2020-10-20,401,,0
157365,64,2020-10-21,429,,0
157376,64,2020-10-22,534,,0
157387,64,2020-10-23,555,,0
157398,64,2020-10-24,227,,0
157409,64,2020-10-25,34,,0
157420,64,2020-10-26,760,,0
157431,64,2020-10-27,677,,0
157442,64,2020-10-28,648,,0
157453,64,2020-10-29,617,,0
157464,64,2020-10-30,697,,0
157475,64,2020-10-31,202,,0
157486,64,2020-11-01,38,,0
157497,64,2020-11-02,835,,0
157508,64,2020-11-03,683,,0
157519,64,2020-11-04,566,,0
157530,64,2020-11-05,486,,0
157541,64,2020-11-06,486,,0
157552,64,2020-11-07,206,,0
157563,64,2020-11-08,36,,0
157574,64,2020-11-09,512,,0
157585,64,2020-11-10,410,,0
157596,64,2020-11-11,44,,0
157607,64,2020-11-12,446,,0
157618,64,2020-11-13,289,,0
157629,64,2020-11-14,91,,0
157640,64,2020-11-15,9,,0
157651,64,2020-11-16,364,,0
157662,64,2020-11-17,217,,0
157673,64,2020-11-18,174,,0
157684,64,2020-11-19,197,,0
157695,64,2020-11-20,165,,0
157706,64,2020-11-21,57,,0
157717,64,2020-11-22,13,,0
157728,64,2020-11-23,216,,0
157739,64,2020-11-24,170,,0
157750,64,2020-11-25,131,,0
157761,64,2020-11-26,192,,0
157772,64,2020-11-27,132,,0
157783,64,2020-11-28,56,,0
157794,64,2020-11-29,15,,0
157805,64,2020-11-30,210,,0
157816,64,2020-12-01,116,,0
157827,64,2020-12-02,130,,0
157838,64,2020-12-03,164,,0
157849,64,2020-12-04,151,,0
157860,64,2020-12-05,74,,0
157871,64,2020-12-06,30,,0
157882,64,2020-12-07,236,,0
157893,64,2020-12-08,179,,0
157904,64,2020-12-09,123,,0
157915,64,2020-12-10,141,,0
157926,64,2020-12-11,183,,0
157937,64,2020-12-12,55,,0
157948,64,2020-12-13,19,,0
157959,64,2020-12-14,237,,0
157970,64,2020-12-15,120,,0
157981,64,2020-12-16,117,,0
157992,64,2020-12-17,104,,0
158003,64,2020-12-18,123,,0
158014,64,2020-12-19,49,,0
158025,65,2020-05-13,2,,0
158036,65,2020-05-14,1,,0
158047,65,2020-05-15,6,,0
158058,65,2020-05-16,0,,0
158069,65,2020-05-17,0,,0
158080,65,2020-05-18,1,,0
158091,65,2020-05-19,0,,0
158102,65,2020-05-20,0,,0
158113,65,2020-05-21,0,,0
158124,65,2020-05-22,0,,0
158135,65,2020-05-23,0,,0
158146,65,2020-05-24,0,,0
158157,65,2020-05-25,0,,0
158168,65,2020-05-26,3,,0
158179,65,2020-05-27,3,,0
158190,65,2020-05-28,0,,0
158201,65,2020-05-29,1,,0
158212,65,2020-05-30,0,,0
158223,65,2020-05-31,0,,0
158234,65,2020-06-01,0,,0
158245,65,2020-06-02,0,,0
158256,65,2020-06-03,0,,0
158267,65,2020-06-04,0,,0
158278,65,2020-06-05,1,,0
158289,65,2020-06-06,0,,0
158300,65,2020-06-07,0,,0
158311,65,2020-06-08,0,,0
158322,65,2020-06-09,0,,0
158333,65,2020-06-10,1,,0
158344,65,2020-06-11,1,,0
158355,65,2020-06-12,0,,0
158366,65,2020-06-13,0,,0
158377,65,2020-06-14,0,,0
158388,65,2020-06-15,0,,0
158399,65,2020-06-16,1,,0
158410,65,2020-06-17,1,,0
158421,65,2020-06-18,0,,0
158432,65,2020-06-19,0,,0
158443,65,2020-06-20,0,,0
158454,65,2020-06-21,0,,0
158465,65,2020-06-22,0,,0
158476,65,2020-06-23,0,,0
158487,65,2020-06-24,0,,0
158498,65,2020-06-25,0,,0
158509,65,2020-06-26,1,,0
158520,65,2020-06-27,0,,0
158531,65,2020-06-28,0,,0
158542,65,2020-06-29,0,,0
158553,65,2020-06-30,2,,0
158564,65,2020-07-01,0,,0
158575,65,2020-07-02,1,,0
158586,65,2020-07-03,0,,0
158597,65,2020-07-04,0,,0
158608,65,2020-07-05,0,,0
158619,65,2020-07-06,1,,0
158630,65,2020-07-07,0,,0
158641,65,2020-07-08,1,,0
158652,65,2020-07-09,1,,0
158663,65,2020-07-10,1,,0
158674,65,2020-07-11,0,,0
158685,65,2020-07-12,0,,0
158696,65,2020-07-13,2,,0
158707,65,2020-07-14,0,,0
158718,65,2020-07-15,0,,0
158729,65,2020-07-16,1,,0
158740,65,2020-07-17,2,,0
158751,65,2020-07-18,0,,0
158762,65,2020-07-19,0,,0
158773,65,2020-07-20,2,,0
158784,65,2020-07-21,0,,0
158795,65,2020-07-22,1,,0
158806,65,2020-07-23,4,,0
158817,65,2020-07-24,2,,0
